owner_id,owner_ref,source_csv,source_json,source_csv_sha256,source_json_sha256,native_namespace,native_dispatch,cli_commands,id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H0->A1,relation,suite-relations,H0,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""D2-transform"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H0,relation,suite-relations,H1,H0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Central"", ""ql"": ""A1"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H1,relation,suite-relations,H1,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,self:Actuation,I,"{""src_product"": ""Actuation"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": ""CF2"", ""seam"": ""self:Actuation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H2,relation,suite-relations,H1,H2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,12:agency-operative-body,H,"{""src_product"": ""Actuation"", ""dst_product"": ""AIKit"", ""ql"": ""B1"", ""cf_view"": ""CF3"", ""seam"": ""12:agency-operative-body"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H3,relation,suite-relations,H1,H3,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,13:agency-development,S,"{""src_product"": ""Actuation"", ""dst_product"": ""Factory"", ""ql"": """", ""cf_view"": ""CF4"", ""seam"": ""13:agency-development"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/agent-system-design#142(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H4,relation,suite-relations,H1,H4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,14:agency-embodiment,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Workcell"", ""ql"": ""C2"", ""cf_view"": ""CF5-field"", ""seam"": ""14:agency-embodiment"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->H5,relation,suite-relations,H1,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""Actuation"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A0,relation,suite-relations,H1,A0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Central"", ""ql"": ""D2-require"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A1,relation,suite-relations,H1,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,conjugation:Actuation,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Actuation"", ""ql"": ""D1"", ""cf_view"": ""CF2"", ""seam"": ""conjugation:Actuation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A2,relation,suite-relations,H1,A2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,12:agency-operative-body,H,"{""src_product"": ""Actuation"", ""dst_product"": ""AIKit"", ""ql"": ""D2-transform"", ""cf_view"": ""CF3"", ""seam"": ""12:agency-operative-body"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A3,relation,suite-relations,H1,A3,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,13:agency-development,S,"{""src_product"": ""Actuation"", ""dst_product"": ""Factory"", ""ql"": """", ""cf_view"": ""CF4"", ""seam"": ""13:agency-development"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/agent-system-design#142(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A4,relation,suite-relations,H1,A4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,14:agency-embodiment,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Workcell"", ""ql"": ""D2-complete"", ""cf_view"": ""CF5-field"", ""seam"": ""14:agency-embodiment"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H1->A5,relation,suite-relations,H1,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""Actuation"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H2->H1,relation,suite-relations,H2,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,12:agency-operative-body,H,"{""src_product"": ""AIKit"", ""dst_product"": ""Actuation"", ""ql"": ""B1"", ""cf_view"": ""CF3"", ""seam"": ""12:agency-operative-body"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H2->A1,relation,suite-relations,H2,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,12:agency-operative-body,H,"{""src_product"": ""AIKit"", ""dst_product"": ""Actuation"", ""ql"": ""D2-require"", ""cf_view"": ""CF3"", ""seam"": ""12:agency-operative-body"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H3->H1,relation,suite-relations,H3,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,13:agency-development,S,"{""src_product"": ""Factory"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": ""CF4"", ""seam"": ""13:agency-development"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/agent-system-design#142(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H3->A1,relation,suite-relations,H3,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,13:agency-development,S,"{""src_product"": ""Factory"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": ""CF4"", ""seam"": ""13:agency-development"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/agent-system-design#142(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H4->H1,relation,suite-relations,H4,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,14:agency-embodiment,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Actuation"", ""ql"": ""C2"", ""cf_view"": ""CF5-field"", ""seam"": ""14:agency-embodiment"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H4->A1,relation,suite-relations,H4,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,14:agency-embodiment,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Actuation"", ""ql"": ""D2-complete"", ""cf_view"": ""CF5-field"", ""seam"": ""14:agency-embodiment"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H5->H1,relation,suite-relations,H5,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""QL"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],H5->A1,relation,suite-relations,H5,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""QL"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],A0->H1,relation,suite-relations,A0,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""D2-require.inverse"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],A0->A1,relation,suite-relations,A0,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""D3:A1"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
actuation,product:actuation,product:actuation:ProjectCentral/user/capability-matrix.csv,product:actuation:ProjectCentral/user/capability-matrix.json,65d63b5488cca3addc2f9836643edf019b26a9ef954b29fb3056bb404066dc2e,0fe32bdcdc72a701d0c1242cca1b3082f5a1a85ff54307fe5c9c6e4457a43c59,actuation,oi <namespace> forwards the native leaf path unchanged,[],A1->H0,relation,suite-relations,A1,H0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Central"", ""ql"": ""D2-transform.inverse"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
